id,name,location,type,typecode,address,adcode,pname,cityname,adname,business_area
BV10006492,大郊亭桥东(公交站),"116.492206,39.892994",交通设施服务;公交车站;公交车站相关,150700,(停运)312-23路联运;(停运)高铁专线3号线;11路;138路;23路;312路;312路区间;312路快车;31路;35路;439路;455路;513路;561路;669路;810路快线;夜29路;快速直达专线174路;快速直达专线192路;快速直达专线85路,110105,北京市,北京市,朝阳区,百子湾
BV11573398,地铁百子湾站(东行)(公交站),"116.496180,39.892926",交通设施服务;公交车站;公交车站相关,150700,专71路,110105,北京市,北京市,朝阳区,百子湾
BV11429205,八王坟长途客运站(公交站),"116.478060,39.902904",交通设施服务;公交车站;公交车站相关,150700,京津城际商务班车,110105,北京市,北京市,朝阳区,南磨房
BV10007770,姚家园南(公交站),"116.517353,39.937123",交通设施服务;公交车站;公交车站相关,150700,451路;468路;911路;专194路;专50路;夜13路,110105,北京市,北京市,朝阳区,姚家园
BV10006228,朝阳公园桥北(公交站),"116.489537,39.936091",交通设施服务;公交车站;公交车站相关,150700,400路外环;400路快车外环;451路;657路;973路;郊81路,110105,北京市,北京市,朝阳区,姚家园
BV10006582,方家村(公交站),"116.519020,39.893112",交通设施服务;公交车站;公交车站相关,150700,11路;23路;35路;455路;临7路;夜29路,110105,北京市,北京市,朝阳区,高碑店
BV09074039,豆各庄(公交站),"116.501749,39.939219",交通设施服务;公交车站;公交车站相关,150700,302路;408路;486路;991路,110105,北京市,北京市,朝阳区,姚家园
BV09337036,临时站(公交站),"116.517189,39.936796",交通设施服务;公交车站;公交车站相关,150700,专194路;专50路,110105,北京市,北京市,朝阳区,姚家园
BV11494325,百子湾路口东(公交站),"116.479479,39.900482",交通设施服务;公交车站;公交车站相关,150700,138路;31路;专87路,110105,北京市,北京市,朝阳区,大望路
BV09344576,东方梅地亚东门(公交站),"116.473861,39.913164",交通设施服务;公交车站;公交车站相关,150700,CBD免费商务班车核心区早班;CBD免费商务班车核心区晚班,110105,北京市,北京市,朝阳区,红庙
BV11386152,红庙路口西(快速公交站),"116.473435,39.915843",交通设施服务;公交车站;快速公交站,150704,快速公交2线;快速公交2线区间,110105,北京市,北京市,朝阳区,呼家楼
BV11492732,金台路口西(公交站),"116.474258,39.923100",交通设施服务;公交车站;公交车站相关,150700,126路;140路;412路;640路;9路;北京妇产医院东院专线,110105,北京市,北京市,朝阳区,姚家园
BV09516655,红庙路口西(BRT)(快速公交站),"116.473435,39.915843",交通设施服务;公交车站;快速公交站,150704,快速公交2线区间,110105,北京市,北京市,朝阳区,红庙
BV10418243,朝阳公园南门(公交站),"116.482658,39.933664",交通设施服务;公交车站;公交车站相关,150700,302路;406路;412路;431路;499路;650路;675路;690路;973路;夜3路;朝阳文旅公交专线,110105,北京市,北京市,朝阳区,姚家园
BV10000474,甜水园北里(公交站),"116.478377,39.930460",交通设施服务;公交车站;公交车站相关,150700,117路;135路;31路;412路;419路;682路;973路;988路,110105,北京市,北京市,朝阳区,北京甜水园
BV09344574,东方梅地亚南门(公交站),"116.472983,39.911715",交通设施服务;公交车站;公交车站相关,150700,CBD免费商务班车核心区早班,110105,北京市,北京市,朝阳区,建外大街
BV10424753,光辉桥西(公交站),"116.475026,39.905195",交通设施服务;公交车站;公交车站相关,150700,专165路,110105,北京市,北京市,朝阳区,大望路
BV09360844,万达广场(公交站),"116.472772,39.909736",交通设施服务;公交车站;公交车站相关,150700,CBD免费商务班车核心区早班;CBD免费商务班车核心区晚班,110105,北京市,北京市,朝阳区,大望路
BV10001226,小庄路口东(公交站),"116.471021,39.916394",交通设施服务;公交车站;公交车站相关,150700,101路;115路;118路;350路;488路;615路;640路;671路;95路;夜13路,110105,北京市,北京市,朝阳区,呼家楼
BV10006176,大郊亭桥西(公交站),"116.486658,39.893095",交通设施服务;公交车站;公交车站相关,150700,(停运)312-23路联运;(停运)高铁专线3号线;11路;23路;312路;312路区间;312路快车;348路;35路;513路;561路;669路;803路;夜29路,110105,北京市,北京市,朝阳区,大望路
BV11210893,远通桥西(公交站),"116.538176,39.909746",交通设施服务;公交车站;公交车站相关,150700,475路;506路;666路,110105,北京市,北京市,朝阳区,高碑店
BV10424749,现代城西路(公交站),"116.474201,39.905942",交通设施服务;公交车站;公交车站相关,150700,专165路,110105,北京市,北京市,朝阳区,建外大街
BV10006385,姚家园西(公交站),"116.515885,39.939935",交通设施服务;公交车站;公交车站相关,150700,406路;412路;431路;451路;496路;640路;650路;989路,110105,北京市,北京市,朝阳区,姚家园
BV10000552,水碓子(公交站),"116.472348,39.923181",交通设施服务;公交车站;公交车站相关,150700,126路;140路;412路;75路,110105,北京市,北京市,朝阳区,姚家园
BV10003772,辛庄(公交站),"116.495438,39.940573",交通设施服务;公交车站;公交车站相关,150700,302路;486路,110105,北京市,北京市,朝阳区,姚家园
BV10007544,大郊亭桥南(公交站),"116.490143,39.890703",交通设施服务;公交车站;公交车站相关,150700,31路;348路;400路内环;400路外环;400路快车外环;439路;657路;865路;夜34路,110105,北京市,北京市,朝阳区,南磨房
BV11497097,朝阳半壁店北(公交站),"116.526758,39.894757",交通设施服务;公交车站;公交车站相关,150700,363路,110105,北京市,北京市,朝阳区,高碑店
