id,name,location,type,typecode,address,adcode,pname,cityname,adname,business_area,search_keyword
BV10759431,中赵甫南(公交站),"116.796322,39.963858",交通设施服务;公交车站;公交车站相关,150700,三河304路;临1路,131082,河北省,廊坊市,三河市,燕灵路,中赵甫村
B013C0IEM9,中共中赵甫支部委员会,"116.795536,39.965433",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,燕郊经济技术开发区燕灵路中赵甫村委会附近,131082,河北省,廊坊市,三河市,燕灵路,中赵甫村
B0IUHZKYDN,燕郊镇中赵甫村退役军人服务站,"116.794545,39.962786",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,燕灵路698号,131082,河北省,廊坊市,三河市,燕灵路,中赵甫村
B0FFHY5BRV,停车场(中赵甫新村北),"116.795195,39.965104",交通设施服务;停车场;公共停车场,150904,燕郊经济技术开发区燕灵路中赵甫村委会附近,131082,河北省,廊坊市,三河市,燕灵路,中赵甫村
B0LDN73O5R,特来电汽车充电站(廊坊三河中赵甫新村),"116.794650,39.962861",汽车服务;充电站;充电站,011100,地面停车场,131082,河北省,廊坊市,三河市,燕灵路,中赵甫村
B0IKVHC7OT,澜玖废品回收,"116.778923,39.963994",生活服务;生活服务场所;生活服务场所,070000,燕郊开发区中赵甫村,131082,河北省,廊坊市,三河市,[],中赵甫村
B0JDM74QC9,尊宝比萨(燕郊八小店),"116.797113,39.964733",餐饮服务;外国餐厅;西餐厅(综合风味),050201,燕郊镇中赵甫村燕灵路543号,131082,河北省,廊坊市,三河市,燕灵路,中赵甫村
B0FFG2NPE3,神腾大药房(十八分店),"116.794956,39.977482",医疗保健服务;医药保健销售店;药房,090601,燕郊镇中赵甫村,131082,河北省,廊坊市,三河市,[],中赵甫村
B0JAVA153U,湘桐湖南菜(燕灵路店),"116.796810,39.961016",餐饮服务;中餐厅;湖南菜(湘菜),050108,燕郊镇中赵甫燕灵路439号(双福大厦),131082,河北省,廊坊市,三河市,燕灵路,中赵甫村
B0G1B7AI5L,窑鸡王(燕灵路店),"116.796268,39.961177",餐饮服务;餐饮相关场所;餐饮相关,050000,燕郊开发区燕灵路中赵甫村663号,131082,河北省,廊坊市,三河市,燕灵路,中赵甫村
B0FFHJC7GS,南原泥鳅汤(实验中学店),"116.795102,39.977967",餐饮服务;外国餐厅;韩国料理,050203,中赵甫村燕灵北路西侧滚梯北侧第三、四间,131082,河北省,廊坊市,三河市,[],中赵甫村
B0FFIJQ5RE,鲁香居黄焖鸡米饭(燕灵路店),"116.796434,39.960863",餐饮服务;快餐厅;快餐厅,050300,燕郊镇中赵甫村燕灵路660号(燕北加油站斜对面),131082,河北省,廊坊市,三河市,燕灵路,中赵甫村
B0IA9GMZDR,宜华快捷酒店(燕灵路店),"116.796707,39.964636",住宿服务;宾馆酒店;宾馆酒店,100100,燕郊镇中赵甫村燕灵路561号,131082,河北省,廊坊市,三河市,燕灵路,中赵甫村
B0K65RH9DR,锅王府老北京羊蝎子火锅(燕郊)旗舰店,"116.796841,39.962365",餐饮服务;中餐厅;火锅店,050117,燕郊开发区中赵甫村东南燕灵路467号、469号一层,131082,河北省,廊坊市,三河市,燕灵路,中赵甫村
B0FFHYCMP4,蒋忠洞王猪蹄(燕灵路店),"116.795079,39.978658",餐饮服务;中餐厅;中餐厅,050100,燕郊镇中赵甫村创意谷街北侧东门3号,131082,河北省,廊坊市,三河市,[],中赵甫村
B0KRRSQ2L9,小拇指汽车快修工场店(创意谷店),"116.795143,39.977578",汽车维修;汽车综合维修;汽车综合维修,030100,燕郊镇中赵甫村创意谷建材城一排101号,131082,河北省,廊坊市,三河市,[],中赵甫村
B013C0IEIT,星月云河,"116.815660,39.967276",商务住宅;住宅区;住宅小区,120302,迎宾路1151号,131082,河北省,廊坊市,三河市,[],星月云河
B0FFGAW07M,星月云河停车场,"116.813672,39.967171",交通设施服务;停车场;停车场相关,150900,迎宾路1151号星月云河,131082,河北省,廊坊市,三河市,[],星月云河
B0FFG32LFQ,停车场(星月云河东北),"116.816867,39.968612",交通设施服务;停车场;路边停车场,150906,亿丰大街与迎宾路交叉口东320米,131082,河北省,廊坊市,三河市,[],星月云河
B013C0IEGG,河北神威药业有限公司,"116.809718,39.967013",公司企业;公司;医药公司,170203,燕郊经济技术开发区迎宾路星月云河对面,131082,河北省,廊坊市,三河市,[],星月云河
B013C0HWTR,紫竹园,"116.810500,39.963583",商务住宅;住宅区;住宅小区,120302,东燕郊经济开发区迎宾路648号,131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B0FFG297NN,紫竹园A区,"116.810420,39.963565",商务住宅;住宅区;住宅小区,120302,迎宾路648号,131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B013C0IGCS,紫竹园B区,"116.808871,39.942108",商务住宅;住宅区;住宅小区,120302,二中东路95号,131082,河北省,廊坊市,三河市,[],紫竹园
BV10082107,紫竹园小区(公交站),"116.813421,39.962226",交通设施服务;公交车站;公交车站相关,150700,(停运)三河旅游3线;(停运)燕潮夜市1线;302路;818路;818路(金桐西路);临1路,131082,河北省,廊坊市,三河市,迎宾路,紫竹园
BV11263480,紫竹园北门(公交站),"116.810681,39.965561",交通设施服务;公交车站;公交车站相关,150700,三河306路;临1路,131082,河北省,廊坊市,三河市,[],紫竹园
B0LKPH09F0,紫竹园a5号楼1单元,"116.810500,39.963583",地名地址信息;地名地址信息;地名地址信息,190000,三河市,131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B0LU4YRV99,紫竹园b区(12号楼201),"116.809338,39.941459",地名地址信息;门牌信息;门牌信息,190400,京榆大街与府西路交叉口南300米,131082,河北省,廊坊市,三河市,[],紫竹园
B0ID3U2U02,迎宾北路街道紫竹园社区退役军人服务站,"116.812224,39.962979",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,迎宾路648号紫竹园A区院内,131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B0FFHWCOAN,八椒膳重庆烤鱼(紫竹园A区店),"116.812911,39.962515",餐饮服务;中餐厅;特色/地方风味餐厅,050118,迎宾路紫竹园A区东门北侧1号底商,131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B0FFKT825P,王婆大虾(紫竹园店),"116.812948,39.962583",餐饮服务;中餐厅;中餐厅,050100,东燕郊经济开发区迎宾路648号紫竹园,131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B013C0IF65,中国电信(紫竹园营业厅),"116.812995,39.962009",生活服务;电讯营业厅;中国电信营业厅|购物服务;家电电子卖场;手机销售,070601|060305,燕郊开发区迎宾路646号(紫竹园A区门口),131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B0IUPSKGO5,三河康城街道紫竹园南区退役军人服务站,"116.808608,39.940174",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,紫竹园B区小区内物业南侧100米,131082,河北省,廊坊市,三河市,[],紫竹园
B0JDSSKWMX,中国移动(紫竹园营业厅),"116.812929,39.962822",购物服务;家电电子卖场;手机销售,060305,迎宾路652-a号,131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B0IRHRQPJR,特来电目的地充电站(廊坊燕郊紫竹园充电站),"116.810394,39.963562",汽车服务;充电站;充电站,011100,燕郊经济技术开发区紫竹园(迎宾路),131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B0I2KOG218,紫竹园社区居民委员会,"116.811541,39.962367",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,金燕大街与迎宾路交叉口西北180米,131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B0I2KOL49T,紫竹园南区社区居民委员会,"116.807714,39.942263",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,二中东路与京榆大街交叉口南200米,131082,河北省,廊坊市,三河市,[],紫竹园
B0JDFDWG7I,奚飞商店(紫竹园店),"116.809839,39.963292",购物服务;便民商店/便利店;便民商店/便利店,060200,迎宾路648号紫竹园A区,131082,河北省,廊坊市,三河市,[],紫竹园
B0L0SHJ803,OPPO授权专营店(廊坊三河市燕郊紫竹园店),"116.812978,39.962042",购物服务;家电电子卖场;手机销售,060305,燕郊镇紫竹园A区门口电信营业厅,131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B0J3XS0X90,中国电信股份有限公司燕郊紫竹园营业厅爱心驿站,"116.812978,39.962042",生活服务;电讯营业厅;中国电信营业厅,070601,迎宾路与金燕大街交叉口西北60米,131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B013C01IMB,海林超市(紫竹园店),"116.812340,39.961759",购物服务;便民商店/便利店;便民商店/便利店,060200,京东中美医院北门东北70米,131082,河北省,廊坊市,三河市,迎宾路,紫竹园
B0FFHSQ3J6,诗忆江南(新开路店),"116.720753,39.519743",餐饮服务;糕饼店;糕饼店,050800,新开路32号,131003,河北省,廊坊市,广阳区,新开路,忆江南
B013C0IELD,华泰忆江南花园小区,"116.842091,39.952826",商务住宅;住宅区;住宅小区,120302,燕郊燕高路与行宫东大街交叉口北行130米路东,131082,河北省,廊坊市,三河市,[],忆江南
B0KAHCTYFE,诗忆江南糕点(光明西道店),"116.684301,39.513315",餐饮服务;糕饼店;糕饼店,050800,北史家务镇光明西道与永兴路交口西北角便民服务岛,131002,河北省,廊坊市,安次区,永兴路,忆江南
B0J0VAXPBH,诗忆江南五店(建设路店),"116.712530,39.538670",餐饮服务;餐饮相关场所;餐饮相关,050000,建设北路40号,131003,河北省,廊坊市,广阳区,新华路,忆江南
B0ID7UDPZC,诗忆江南二店(解放道店),"116.737550,39.517891",餐饮服务;糕饼店;糕饼店,050800,东安路与解放道交口公园旁,131003,河北省,廊坊市,广阳区,[],忆江南
B0K07BAD9N,诗忆江南糕点(元辰店),"116.678668,39.523159",餐饮服务;糕饼店;糕饼店,050800,爱民西道与明华路交叉口西北40米,131002,河北省,廊坊市,安次区,[],忆江南
B0M64SIKQP,忆江南,"116.498604,39.315882",餐饮服务;中餐厅;中餐厅,050100,金雀街与益昌南路交叉口东南20米,131023,河北省,廊坊市,永清县,[],忆江南
B0FFH04N5V,忆江南·精品酒店,"116.640050,39.008729",住宿服务;宾馆酒店;宾馆酒店,100100,国泰道附近,131026,河北省,廊坊市,文安县,[],忆江南
B0FFFS91WL,昊业·忆江南,"116.607464,39.393979",商务住宅;住宅区;住宅小区,120302,273省道东50米,131023,河北省,廊坊市,永清县,[],忆江南
BV10759529,忆江南西门(公交站),"116.839419,39.951650",交通设施服务;公交车站;公交车站相关,150700,(停运)三河旅游3线;(停运)燕潮夜市2线;三河307路,131082,河北省,廊坊市,三河市,行宫东大街,忆江南
BV09059112,忆江南(公交站),"116.841451,39.950215",交通设施服务;公交车站;公交车站相关,150700,三河303路,131082,河北省,廊坊市,三河市,五期,忆江南
B0JDR6HNOA,诗忆江南糕点店一店(益昌中路店),"116.499080,39.318848",餐饮服务;餐饮相关场所;餐饮相关,050000,益昌中路与益兴道交叉口北100米,131023,河北省,廊坊市,永清县,[],忆江南
B0L2B7LBON,诗忆江南,"116.624281,39.010116",餐饮服务;中餐厅;中餐厅,050100,左各庄镇黄道口国泰道82号,131026,河北省,廊坊市,文安县,[],忆江南
B0GK1L1TZM,忆江南餐饮部,"116.640166,39.008943",餐饮服务;中餐厅;中餐厅,050100,柒星楼东侧210米,131026,河北省,廊坊市,文安县,[],忆江南
B0MB91UFMJ,忆江南停车场,"116.839625,39.952675",交通设施服务;停车场;公共停车场,150904,华泰忆江南花园小区,131082,河北省,廊坊市,三河市,[],忆江南
B0G2C7AC5I,忆江南养生足道(恒山北路店),"116.552599,39.349982",餐饮服务;中餐厅;中餐厅|生活服务;洗浴推拿场所;洗浴推拿场所,050100|071400,亦庄高新区恒山北路黄金台小区底商,131023,河北省,廊坊市,永清县,[],忆江南
B0JR0SPZS3,华泰忆江南花园小区A区,"116.844047,39.953432",商务住宅;住宅区;住宅小区,120302,学院大街与隆达路交叉口西南220米,131082,河北省,廊坊市,三河市,[],忆江南
B0J3RR4ACM,诗忆江南(文安店),"116.467407,38.866508",餐饮服务;糕饼店;糕饼店,050800,大十字街,131026,河北省,廊坊市,文安县,[],忆江南
BV11642100,忆江南(公交站),"116.607177,39.394842",交通设施服务;公交车站;公交车站相关,150700,永清-韩村-别古庄循环A路;永清-韩村-别古庄循环B路,131023,河北省,廊坊市,永清县,[],忆江南
B0G134Y0C0,诗忆江南糕点店,"116.395090,39.123870",餐饮服务;糕饼店;糕饼店,050800,天祥南路482号,131081,河北省,廊坊市,霸州市,[],忆江南
B0FFKXULJ0,盛恒时代,"116.823640,39.944845",商务住宅;住宅区;住宅小区,120302,燕郊高新区京榆大街699号,131082,河北省,廊坊市,三河市,[],盛恒时代
BV11255949,盛恒时代(公交站),"116.824518,39.944106",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河306路;三河309路;三河503路,131082,河北省,廊坊市,三河市,[],盛恒时代
B0FFKX8DNU,盛恒时代·营销中心,"116.823699,39.944537",生活服务;生活服务场所;生活服务场所,070000,京哈公路693号附近燕郊火车站对面行宫小学南侧,131082,河北省,廊坊市,三河市,[],盛恒时代
B0L33G9IN3,盛恒居,"116.827436,39.944781",餐饮服务;中餐厅;中餐厅,050100,京榆大街与汉王路交叉口东北80米,131082,河北省,廊坊市,三河市,[],盛恒时代
B0K2CPW89S,超斯能源汽车充电站(盛恒时代广场),"116.823400,39.944584",汽车服务;充电站;充电站,011100,G102(京榆大街)盛恒时代-A座,131082,河北省,廊坊市,三河市,[],盛恒时代
B0LRAH0JA3,霸州市盛恒金属制品有限公司,"116.375833,39.067049",公司企业;公司;公司,170200,106国道1899号,131081,河北省,廊坊市,霸州市,[],盛恒时代
B0L0XCLR3O,栖泊民宿(燕郊高铁站店),"116.823693,39.944719",住宿服务;住宿服务相关;住宿服务相关,100000,燕郊开发区102国道火车站对面盛恒时代A座3层,131082,河北省,廊坊市,三河市,[],盛恒时代
B0KRB5W6B5,河北标霸企业管理咨询有限公司,"116.823630,39.944840",公司企业;公司;公司,170200,盛恒时代A座1709,131082,河北省,廊坊市,三河市,[],盛恒时代
B0K26PLJB0,盛恒烟酒,"116.353079,38.892327",购物服务;专卖店;烟酒专卖店,061210,澎耳湾村民委员会东北侧180米,131026,河北省,廊坊市,文安县,[],盛恒时代
B0IR9LVB1V,中崛教育(暂停营业),"116.823571,39.944714",科教文化服务;培训机构;培训机构,141400,京榆大街699号盛恒时代A座611室,131082,河北省,廊坊市,三河市,[],盛恒时代
B0LRA50ROO,三河毕通教育科技有限公司,"116.823748,39.944867",科教文化服务;培训机构;培训机构,141400,盛恒时代A座201-202,131082,河北省,廊坊市,三河市,[],盛恒时代
B0GRL1Q5U3,霸州市盛恒金属制品有限公司,"116.409072,39.046062",公司企业;公司;冶金化工,170205,兴业道与保福北路交叉口西60米,131081,河北省,廊坊市,霸州市,[],盛恒时代
B0JAK1HY03,三河市盛恒汽车配件销售部,"116.854324,39.948465",汽车服务;汽车服务相关;汽车服务相关,010000,京榆大街与005乡道交叉口东440米,131082,河北省,廊坊市,三河市,[],盛恒时代
B0G1BU84Q1,御东瑞璟,"116.818075,39.912607",商务住宅;住宅区;住宅小区,120302,迎宾路与南横三路交叉口,131082,河北省,廊坊市,三河市,[],御东瑞璟
B0JB1M67PL,御东瑞璟营销中心,"116.819825,39.913925",生活服务;生活服务场所;生活服务场所,070000,御东瑞璟北门东250米,131082,河北省,廊坊市,三河市,[],御东瑞璟
B0K3M7NGHV,中国联通宽带安装,"116.818707,39.913741",生活服务;电讯营业厅;中国联通营业厅,070604,御东瑞璟,131082,河北省,廊坊市,三河市,[],御东瑞璟
B0FFG8JKKI,金谷·爱舒荷,"116.815546,39.904214",商务住宅;住宅区;住宅小区,120302,南外环1170号,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0LA7ROXH0,金谷爱舒荷9号楼1单元,"116.815962,39.905258",地名地址信息;门牌信息;门牌信息,190400,迎宾路140号,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0LUGRDK42,德佑地产(思晨店),"116.815902,39.903401",生活服务;中介机构;中介机构,071600,燕郊镇金谷爱舒荷A3号楼底商,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0JA2SHU91,正圆劳务家政保洁(金谷·爱舒荷店),"116.814921,39.903434",生活服务;中介机构;中介机构,071600,南外环1170号金谷·爱舒荷,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0FFKSASX3,有看头美发(金谷·爱舒荷店),"116.816239,39.903487",生活服务;美容美发店;美容美发店,071100,南外环1170号金谷·爱舒荷,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0JBCSFZEY,三河市雅阁民宿,"116.815716,39.903566",住宿服务;住宿服务相关;住宿服务相关,100000,南外环1170号金谷爱舒荷5栋1单元2109,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0LR3UCR6R,背医堂·推拿馆,"116.817024,39.903477",医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,金谷·爱舒荷附近,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0I09GL0I0,小桔充电汽车充电站(河北燕郊金谷充电站),"116.816652,39.903329",汽车服务;充电站;充电站,011100,燕郊镇南外环金谷·爱舒荷地面停车场,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0GRDSEXI3,GS护肤造型(金谷·爱舒荷店),"116.816081,39.903602",生活服务;美容美发店;美容美发店,071100,燕郊高新区南外环北侧819号金谷·爱舒荷小区A2号楼一单元107室正门进里右手边第一家,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0KDYPXX7G,栖栖民宿(燕郊店),"116.814775,39.903975",住宿服务;宾馆酒店;经济型连锁酒店,100105,和平路金谷·爱舒荷金谷爱舒荷,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0JU6NWHIJ,安心民宿(和平路分店),"116.815530,39.904268",住宿服务;旅馆招待所;旅馆招待所,100200,和平路金谷·爱舒荷金谷isoho,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0K64UPJV6,中国移动(爱舒荷·玖玥营业厅),"116.815607,39.903429",生活服务;电讯营业厅;中国电信营业厅,070601,燕郊高新开发区南外环819号金谷爱舒荷南门A3号楼底商,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0LBA9KP30,欧派整装(燕郊环京全案店),"116.815631,39.902541",购物服务;购物相关场所;购物相关场所,060000,燕郊金谷爱舒荷南1门西南80米,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0KR612TQQ,承德老酒,"116.815058,39.903345",购物服务;专卖店;烟酒专卖店,061210,南外环1170号金谷·爱舒荷,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0K1J1R7ZV,速七出行,"116.815544,39.904217",汽车服务;汽车服务相关;汽车服务相关,010000,金谷·爱舒荷附,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
B0HRTZ6BSE,沙县小吃,"116.815166,39.902577",餐饮服务;中餐厅;中餐厅,050100,金谷·爱舒荷南1门西南120米,131082,河北省,廊坊市,三河市,[],金谷爱舒荷
BV10001388,郎家园(公交站),"116.467661,39.908147",交通设施服务;公交车站;公交车站相关,150700,11路;1路;1路区间(公主坟);382路;388路;388路快车;405路;57路;58路;666路;667路;804路;814路;815路快;817路;818路;818路(金桐西路);823路;930路;夜1路;夜27路;大兴机场朝阳站线;快速直达专线20路;快速直达专线5路;快速直达专线61路,110105,北京市,北京市,朝阳区,建外大街,郎家园
BV09250651,郎家园(临时站)(公交站),"116.470733,39.908238",交通设施服务;公交车站;公交车站相关,150700,快速直达专线20路;快速直达专线9路,110105,北京市,北京市,朝阳区,大望路,郎家园
B0H1ZZ6YW3,郎园VINTAGE,"116.470321,39.906498",商务住宅;产业园区;产业园区,120100,建国路郎家园6号,110105,北京市,北京市,朝阳区,大望路,郎家园
B0MGD1RDV2,郎家园,"116.684375,39.917225",商务住宅;商务住宅相关;商务住宅相关,120000,朝晖西街与朝晖南路交叉口西北100米,110112,北京市,北京市,通州区,[],郎家园
BZDBPW02SF,郎家园东路,"116.475904,39.912275",地名地址信息;交通地名;道路名,190301,朝阳区,110105,北京市,北京市,朝阳区,红庙,郎家园
BZDBPW026F,郎家园西路,"116.471768,39.912328",地名地址信息;交通地名;道路名,190301,朝阳区,110105,北京市,北京市,朝阳区,建外大街,郎家园
B0FFHQNIT3,建外北郎家园社区,"116.471945,39.912512",商务住宅;商务住宅相关;商务住宅相关,120000,郎家园西路与景辉街交叉口北100米,110105,北京市,北京市,朝阳区,大望路,郎家园
B000AA7G08,郎园VINTAGEA座,"116.471156,39.905586",商务住宅;楼宇;商务写字楼,120201,郎家园6号,110105,北京市,北京市,朝阳区,建外大街,郎家园
B0FFGGJDGU,建国路与郎家园路交叉口,"116.473391,39.908506",地名地址信息;交通地名;路口名,190302,朝阳区,110105,北京市,北京市,朝阳区,大望路,郎家园
B000A84JXK,郎家胡同小区,"116.400924,39.946682",商务住宅;住宅区;住宅小区,120302,郎家胡同24号,110101,北京市,北京市,东城区,安定门,郎家园
B0FFF5IWOY,东郎电影创意产业园,"116.473365,39.906835",商务住宅;产业园区;产业园区,120100,郎家园10号(大望路地铁站C西南口步行310米),110105,北京市,北京市,朝阳区,大望路,郎家园
B0FFGG9I2E,建国路辅路与郎家园路交叉口,"116.473325,39.908509",地名地址信息;交通地名;路口名,190302,朝阳区,110105,北京市,北京市,朝阳区,大望路,郎家园
B0FFI8IIPN,光华路与郎家园东路交叉口,"116.476137,39.913571",地名地址信息;交通地名;路口名,190302,朝阳区,110105,北京市,北京市,朝阳区,红庙,郎家园
B0FFI8IMRC,光华路与郎家园路交叉口,"116.473880,39.913562",地名地址信息;交通地名;路口名,190302,朝阳区,110105,北京市,北京市,朝阳区,大望路,郎家园
B0FFI8KFP9,光华路与郎家园西路交叉口,"116.471767,39.913535",地名地址信息;交通地名;路口名,190302,朝阳区,110105,北京市,北京市,朝阳区,大望路,郎家园
B000A8UUA8,郎园VINTAGE2号楼B座,"116.470729,39.905598",商务住宅;楼宇;商务写字楼,120201,郎家园,110105,北京市,北京市,朝阳区,建外大街,郎家园
B0FFI8OLF1,景闻街与郎家园西路交叉口,"116.471990,39.915158",地名地址信息;交通地名;路口名,190302,朝阳区,110105,北京市,北京市,朝阳区,呼家楼,郎家园
B0FFI8HPS9,景辉南街与郎家园路交叉口,"116.473298,39.909774",地名地址信息;交通地名;路口名,190302,朝阳区,110105,北京市,北京市,朝阳区,大望路,郎家园
B0FFG5J4LA,景辉街与郎家园路交叉口,"116.473292,39.911722",地名地址信息;交通地名;路口名,190302,朝阳区,110105,北京市,北京市,朝阳区,建外大街,郎家园
B0IDRA5H5B,随缘兴隆超市(建国路店),"116.472458,39.907542",购物服务;超级市场;超市,060400,建国路郎家园10号(大望路地铁站C西南口步行370米),110105,北京市,北京市,朝阳区,大望路,郎家园
BV10001299,大北窑南(公交站),"116.461982,39.904896",交通设施服务;公交车站;公交车站相关,150700,(停运)高铁专线1号线;113路;28路;348路;368路内环;368路外环;402路;561路;57路;669路;687路;687路快车;72路;804路;805路快;806路;807大方居通勤班车;807路;814路;818路;848路;938路快区间;938路快车;98路;专10路;夜30路内;夜30路外;夜间农业展览馆线(夜航2线);首都机场巴士北京南站线,110105,北京市,北京市,朝阳区,国贸,大北窑
BV10001120,大北窑东(公交站),"116.464883,39.908598",交通设施服务;公交车站;公交车站相关,150700,11路;1路;1路区间(公主坟);382路;388路;388路快车;405路;57路;666路;667路;668路;668路区间快车;804路;806路;807大方居通勤班车;807路;809路;809路华龙班车;夜1路;夜27路;快速直达专线20路;快速直达专线5路;快速直达专线61路;快速直达专线9路,110105,北京市,北京市,朝阳区,大望路,大北窑
BV10001170,大北窑西(公交站),"116.454957,39.908496",交通设施服务;公交车站;公交车站相关,150700,(停运)高铁专线1路;1路;1路区间(公主坟);28路;58路;668路;804路;806路;807路;9路;夜1路;快速直达专线5路,110105,北京市,北京市,朝阳区,国贸,大北窑
BV10006275,大北窑北(公交站),"116.462140,39.911233",交通设施服务;公交车站;公交车站相关,150700,(停运)高铁专线1号线;113路;368路内环;368路外环;402路;405路;488路;650路;687路;687路快车;98路;夜30路外,110105,北京市,北京市,朝阳区,建外大街,大北窑
B0J2HLKTLC,大北窑营业厅,"116.475632,39.907408",生活服务;生活服务场所;生活服务场所,070000,建国路88号现代城(大望路地铁站C西南口步行130米),110105,北京市,北京市,朝阳区,建外大街,大北窑
B0FFGOL9PZ,北京大北窑中医门诊,"116.467268,39.907686",医疗保健服务;诊所;诊所,090300,建国路100号(北京第一机床厂宿舍)底商,110105,北京市,北京市,朝阳区,大望路,大北窑
B0FFFFPHEK,慈铭体检(国贸分院),"116.463073,39.909057",医疗保健服务;诊所;诊所,090300,北京城区建国路99号楼1层99-3内106B、2层99-10、99-12内部分面积、3层99-15内部分面积,110105,北京市,北京市,朝阳区,国贸,大北窑
B000A7RDEL,中国银行(北京大北窑支行),"116.460513,39.905191",金融保险服务;银行;中国银行,160104,东三环中路39号院-23号建外SOHO东区B座,110105,北京市,北京市,朝阳区,国贸,大北窑
B0FFJ5CV9T,和桐·丰园,"116.465897,39.902140",商务住宅;住宅区;住宅小区,120302,大北窑厂坡村甲3号,110105,北京市,北京市,朝阳区,双井,大北窑
B0K3AZSP07,中国联通(大北窑营业厅),"116.475581,39.907610",生活服务;电讯营业厅;中国联通营业厅|购物服务;家电电子卖场;手机销售,070604|060305,建国路88号soho现代城C座底商,110105,北京市,北京市,朝阳区,大望路,大北窑
B0FFF9URWU,中国电信(大北窑营业厅),"116.475896,39.907566",生活服务;电讯营业厅;中国电信营业厅,070601,北京城区建国路88号SOHO现代城C座底商1101号,110105,北京市,北京市,朝阳区,建外大街,大北窑
B0LG0M5KUD,中银公益驿站(中国银行北京大北窑支行工会驿站),"116.460537,39.905189",生活服务;生活服务场所;生活服务场所,070000,恒惠东一路与通惠河北路辅路交叉口东北80米,110105,北京市,北京市,朝阳区,国贸,大北窑
B0L2290F1Y,北京携程国际旅行社有限公司(大北窑店),"116.462677,39.905107",公司企业;公司;公司,170200,东三环中路乙10号艾维克大厦F1层,110105,北京市,北京市,朝阳区,大望路,大北窑
B0FFKZKSTO,招商局,"116.404886,39.977523",政府机构及社会团体;政府机关;政府机关相关,130100,外运大厦A座(安贞门地铁站A西北口旁),110105,北京市,北京市,朝阳区,小关,招商局
B0FFH0DH74,北京国贸招商局,"116.464711,39.906884",政府机构及社会团体;政府机关;省直辖市级政府及事业单位,130102,建国路梵悦108,110105,北京市,北京市,朝阳区,建外大街,招商局
B000A8XALZ,黔东南苗族侗族自治州人民政府驻北京联络处,"116.355713,39.947505",政府机构及社会团体;政府机关;外地政府办,130107,西直门北大街47号院2号楼4单元4-7层,110108,北京市,北京市,海淀区,西直门,招商局
B0FFL9FHX8,密云区投资促进局,"116.858006,40.363528",政府机构及社会团体;政府机关;区县级政府及事业单位,130104,水源东路358号,110118,北京市,北京市,密云区,[],招商局
B0FFFGNW2U,顺义招商局,"116.648066,40.130301",政府机构及社会团体;政府机关;区县级政府及事业单位,130104,府前西街6号,110113,北京市,北京市,顺义区,胜利,招商局
B000A87WMF,通州区人民政府招商局宋庄办事处,"116.730664,39.941224",政府机构及社会团体;政府机关;乡镇级政府及事业单位,130105,通怀路与政府路交叉口西100米,110112,北京市,北京市,通州区,宋庄,招商局
B0GR36HL7W,张家口市商务局北京招商处,"116.380695,39.953669",政府机构及社会团体;政府机关;政府机关相关,130100,教场口街9号院西南门东50米,110102,北京市,北京市,西城区,德胜门,招商局
B0FFG968K5,内江市政府招商引资局驻北京招商分局,"116.308807,39.888386",政府机构及社会团体;政府机关;政府机关相关,130100,六里桥北里5号院4号,110106,北京市,北京市,丰台区,太平桥,招商局
