id,name,location,type,typecode,address,adcode,pname,cityname,adname,business_area
BV11169758,京贸物联西门(公交站),"116.825630,39.958515",交通设施服务;公交车站;公交车站相关,150700,三河305路,131082,河北省,廊坊市,三河市,海油大街
BV10588789,上善家园(公交站),"116.834263,39.972618",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河501路,131082,河北省,廊坊市,三河市,[]
BV11451907,普罗旺斯小区(公交站),"116.825712,39.956354",交通设施服务;公交车站;公交车站相关,150700,燕郊专线,131082,河北省,廊坊市,三河市,海油大街
BV11475541,时代商城(公交站),"116.840800,39.944970",交通设施服务;公交车站;公交车站相关,150700,(停运)燕潮夜市2线;三河307路;三河309路,131082,河北省,廊坊市,三河市,[]
BV10570249,食品城(公交站),"116.836807,39.945570",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河305路;三河309路;三河503路,131082,河北省,廊坊市,三河市,[]
BV11169752,普罗旺斯西门(公交站),"116.825874,39.955158",交通设施服务;公交车站;公交车站相关,150700,(停运)三河旅游3线;三河305路;城铁接驳3路,131082,河北省,廊坊市,三河市,学院大街
BV11169751,天洋城南(公交站),"116.825196,39.963491",交通设施服务;公交车站;公交车站相关,150700,三河305路;城铁接驳3路,131082,河北省,廊坊市,三河市,[]
BV10800672,工大集团(公交站),"116.830569,39.971532",交通设施服务;公交车站;公交车站相关,150700,三河401路,131082,河北省,廊坊市,三河市,[]
BV10758337,儿童医院(公交站),"116.828877,39.949489",交通设施服务;公交车站;公交车站相关,150700,三河303路;三河401路;城铁接驳3路,131082,河北省,廊坊市,三河市,行宫东大街
BV11621645,天洋城南门(公交站),"116.825035,39.965486",交通设施服务;公交车站;公交车站相关,150700,燕郊专线,131082,河北省,廊坊市,三河市,[]
BV11169763,富鼎中心(公交站),"116.825992,39.952701",交通设施服务;公交车站;公交车站相关,150700,三河305路,131082,河北省,廊坊市,三河市,行宫东大街
BV11194343,天洋城东门(公交站),"116.825077,39.966146",交通设施服务;公交车站;公交车站相关,150700,三河305路,131082,河北省,廊坊市,三河市,[]
BV10081599,燕郊印刷城(公交站),"116.833394,39.945182",交通设施服务;公交车站;公交车站相关,150700,811路;816路;930路,131082,河北省,廊坊市,三河市,[]
BV10772311,北巷口村南(公交站),"116.830329,39.972570",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河501路,131082,河北省,廊坊市,三河市,[]
BV09412938,天洋城总站(公交站),"116.830348,39.973360",交通设施服务;公交车站;公交车站相关,150700,818路;818路(金桐西路);893路,131082,河北省,廊坊市,三河市,[]
BV09123947,天洋城广场(公交站),"116.823463,39.965183",交通设施服务;公交车站;公交车站相关,150700,三河306路,131082,河北省,廊坊市,三河市,[]
BV10570248,印刷城(公交站),"116.833394,39.945182",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河305路;三河309路;三河503路,131082,河北省,廊坊市,三河市,[]
BV11169755,福泽御园西门(公交站),"116.826126,39.950821",交通设施服务;公交车站;公交车站相关,150700,三河305路;城铁接驳3路,131082,河北省,廊坊市,三河市,行宫东大街
BV11625141,海洋石油(公交站),"116.822183,39.958950",交通设施服务;公交车站;公交车站相关,150700,三河308路,131082,河北省,廊坊市,三河市,海油大街
BV10939323,三河马萍医院(公交站),"116.830983,39.945028",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河305路;三河306路;三河309路;三河503路,131082,河北省,廊坊市,三河市,[]
BV10759531,二三派出所(公交站),"116.822388,39.953583",交通设施服务;公交车站;公交车站相关,150700,三河307路;临1路,131082,河北省,廊坊市,三河市,行宫东大街
BV11619837,燕郊消防中队(公交站),"116.823722,39.968932",交通设施服务;公交车站;公交车站相关,150700,三河305路,131082,河北省,廊坊市,三河市,[]
BV11169759,王各庄新村(公交站),"116.826320,39.948220",交通设施服务;公交车站;公交车站相关,150700,三河305路,131082,河北省,廊坊市,三河市,行宫东大街
BV10421850,天洋城(公交站),"116.820606,39.965132",交通设施服务;公交车站;公交车站相关,150700,818路;818路(金桐西路),131082,河北省,廊坊市,三河市,[]
BV10761952,北巷口村(公交站),"116.825971,39.972162",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河501路,131082,河北省,廊坊市,三河市,[]
BV09265239,北巷口东(公交站),"116.830496,39.975391",交通设施服务;公交车站;公交车站相关,150700,三河401路,131082,河北省,廊坊市,三河市,[]
BV11019015,姜庄村(公交站),"116.853709,39.977753",交通设施服务;公交车站;公交车站相关,150700,三河308路;三河501路,131082,河北省,廊坊市,三河市,[]
BV11508758,北巷口(公交站),"116.825971,39.972162",交通设施服务;公交车站;公交车站相关,150700,(停运)三河旅游4线,131082,河北省,廊坊市,三河市,[]
BV11573923,二三医院南区(公交站),"116.823878,39.949221",交通设施服务;公交车站;公交车站相关,150700,三河303路;三河401路,131082,河北省,廊坊市,三河市,行宫东大街
BV11625138,燕郊自来水公司(公交站),"116.819710,39.958779",交通设施服务;公交车站;公交车站相关,150700,三河308路,131082,河北省,廊坊市,三河市,海油大街
BV11479928,西辛营村(公交站),"116.869771,39.955397",交通设施服务;公交车站;公交车站相关,150700,三河303路;三河310路,131082,河北省,廊坊市,三河市,[]
BV10759556,永旺梦乐城(公交站),"116.866089,39.947975",交通设施服务;公交车站;公交车站相关,150700,三河303路;三河305路;三河307路;三河310路;三河503路,131082,河北省,廊坊市,三河市,[]
BV10343741,运河源建材城(公交站),"116.866506,39.947930",交通设施服务;公交车站;公交车站相关,150700,816路;930路,131082,河北省,廊坊市,三河市,[]
BV10343739,燕郊火车站口(公交站),"116.827044,39.944397",交通设施服务;公交车站;公交车站相关,150700,811路;816路;817路;930路,131082,河北省,廊坊市,三河市,[]
BV11169753,行宫小学(公交站),"116.826584,39.945763",交通设施服务;公交车站;公交车站相关,150700,三河305路,131082,河北省,廊坊市,三河市,[]
BV11160951,永旺梦乐城东(公交站),"116.868294,39.949518",交通设施服务;公交车站;公交车站相关,150700,三河303路;三河305路;三河310路,131082,河北省,廊坊市,三河市,[]
BV11594078,天洋城北门(公交站),"116.820203,39.968810",交通设施服务;公交车站;公交车站相关,150700,三河305路;燕郊专线,131082,河北省,廊坊市,三河市,[]
BV10800676,盛家屯村南(公交站),"116.836028,39.979591",交通设施服务;公交车站;公交车站相关,150700,三河401路,131082,河北省,廊坊市,三河市,[]
BV11594427,燕安花园(公交站),"116.819197,39.953435",交通设施服务;公交车站;公交车站相关,150700,三河307路;临1路,131082,河北省,廊坊市,三河市,迎宾路
BV11169756,天洋城小区(公交站),"116.818263,39.965418",交通设施服务;公交车站;公交车站相关,150700,(停运)三河旅游3线;三河306路,131082,河北省,廊坊市,三河市,迎宾路
