mp_index,lon,lat,route_count,direct_count,quality_score,name,address
0,116.651191,39.921926,17,4,3.5000,北京胸科医院(公交站),388路;388路快车;435路;442路;442路区间;582路;583路;587路;615路;675路;811路;813路;818路;818路(金桐西路);861路;930路;T102路;T102路区间;T1路;T3路;T60路;郊88路;郊89路
1,116.799397,39.943108,9,6,3.5000,燕灵路口(公交站),811路;813路;816路;817路;819路;930路;三河301A路;三河301B路;三河503路;快速直达专线9路;燕郊专线
2,116.736385,39.913260,9,2,3.5000,后北营(公交站),804路;816路;819路;893路;894路;T41路;专118路;专82路;快速直达专线7路;通医专线12路
3,116.467661,39.908147,18,4,3.5000,郎家园(公交站),11路;1路;1路区间(公主坟);382路;388路;388路快车;405路;57路;58路;666路;667路;804路;814路;815路快;817路;818路;818路(金桐西路);823路;930路;夜1路;夜27路;大兴机场朝阳站线;快速直达专线20路;快速直达专线5路;快速直达专线61路
4,116.735338,39.922587,9,2,3.5000,召里(公交站),816路;819路;893路;894路;T18路;T19路;T48路;专118路;通医专线12路
5,116.762647,39.941288,4,2,3.4900,白庙新村(公交站),813路;818路;818路(金桐西路);893路;T19路
6,116.827044,39.944397,4,4,3.4900,燕郊火车站口(公交站),811路;816路;817路;930路
7,116.911389,39.953325,5,3,3.5000,夏垫(公交站),113路;816路;817路;930路;三河503路;大厂4路
8,116.838806,39.945667,4,4,3.4900,燕郊食品城(公交站),811路;816路;817路;930路
9,116.890820,39.950213,4,3,3.4900,东柳河屯(公交站),816路;817路;930路;三河503路
10,116.941406,39.957813,3,2,3.3300,大厂温泉度假村(公交站),816路;930路;三河503路
11,116.928101,39.955761,3,2,3.3300,耀华佳苑(公交站),816路;930路;三河503路
12,116.838168,39.958766,5,3,3.3000,上上城五期(公交站),813路;814路;882路;三河301A路;三河301B路;快速直达专线9路
13,116.805075,39.958450,2,2,3.1700,华北科技学院北门(公交站),811路;818路;818路(金桐西路)
14,116.866506,39.947930,2,2,3.1700,运河源建材城(公交站),816路;930路
15,116.811845,39.943954,2,2,3.1700,燕郊行宫花园(公交站),816路;930路
16,116.780525,39.963097,10,2,3.1300,意华小区(公交站),(停运)三河旅游4线;(停运)燕潮夜市3路;815路大站快车;815路快;815路快(景辉南街);819路;882路;893路;三河301A路;三河301B路;三河303路;三河309路;临1路;城铁接驳1路;快速直达专线20路;快速直达专线61路;燕郊专线
17,116.481135,39.908024,15,1,3.0300,八王坟东(公交站),382路;54路;58路;605路;666路;667路;668路;809路华龙班车;815路大站快车;815路快;815路快(景辉南街);817路;988路;夜1路;夜27路;夜34路;快速直达专线20路;快速直达专线5路;快速直达专线61路;燕郊专线
18,116.737036,39.903070,9,1,3.0300,东夏园路口东(公交站),442路;804路;816路;822路;893路;894路;T41路;T45路;T88路
19,116.686072,39.927361,17,1,3.0300,耿庄桥北(公交站),316路;388路;388路快车;552路;589路;615路;667路;675路;809路华龙班车;813路;T2路;T44路;T60路;T61路;T62路;T7路;专64路;专77路;专88路;快速直达专线5路;通医专线15路
20,116.642840,39.912389,7,1,2.8700,通惠北路南口(公交站),582路;615路;811路;861路;T102路;T102路区间;T1路;T3路;T4路;T6路;专157路;郊89路
21,116.730560,39.943919,7,1,2.8700,宋庄(公交站),813路;T18路;T19路;T2路;T48路;专118路;通医专线12路;郊88路
22,116.712484,39.938612,6,1,2.7100,六合村(公交站),809路;813路;T2路;专118路;通医专线12路;通医专线16路;郊88路
23,116.697270,39.933436,6,1,2.7100,新潮嘉园二区(公交站),589路;809路华龙班车;813路;T2路;T70路;通医专线12路;通医专线15路
24,116.984207,39.966396,3,1,2.5800,直属库(公交站),930路;三河503路;三河507路
25,116.786576,39.946259,6,1,2.4100,欧逸丽庭(公交站),(停运)燕潮夜市3路;815路快;815路快(景辉南街);818路;818路(金桐西路);893路;三河301A路;三河301B路;三河308路
26,116.639389,39.925858,4,1,2.3900,天赐良园(公交站),435路;587路;675路;813路;T6路
27,116.609601,39.924631,10,0,2.2800,东十里堡村(公交站),435路;488路;499路;517路;586路;587路;639路;675路;911路;专39路
28,116.596927,39.911758,8,0,2.2800,杨闸环岛西(公交站),364路;442路;442路区间;532路;583路;615路;690路;专211路;专39路
29,116.478128,39.918052,8,0,2.2800,红庙路口北(公交站),117路;135路;31路;419路;486路;973路;985路;988路
30,116.656823,39.913611,12,0,2.2800,岳庄(公交站),316路;435路;582路;587路;911路;924路;T114路;T14路;T2路;T4路;T70路;T7路;专64路;专77路;专88路
31,116.685553,39.891445,8,0,2.2800,玉桥东路(公交站),317路;435路;587路;591路;649路;806路;T18路;T45路;T4路;T6路
32,116.644947,39.892224,11,0,2.2800,新华联家园东(公交站),312路;312路区间;316路;552路;591路;668路;668路区间快车;669路;924路;938路;T36路;T44路;夜29路;快速直达专线1路
33,116.647604,39.880577,8,0,2.2800,西小马(公交站),552路;582路;591路;T11路;T12路;T25路;T71路;T87路
34,116.498832,39.935161,11,0,2.2800,豆各庄路口西(公交站),140路;302路;406路;412路;431路;451路;496路;499路;650路;675路;989路;夜3路
35,116.477257,39.933803,13,0,2.2800,甜水园街北口(公交站),117路;135路;302路;31路;406路;419路;431路;499路;650路;675路;682路;690路;988路;夜3路
36,116.461374,39.917995,10,0,2.2800,呼家楼南(公交站),113路;140路;368路内环;405路;488路;650路;687路;98路;9路;夜30路内;夜34路
37,116.498436,39.915860,12,0,2.2800,东八里庄(公交站),115路;135路;138路;350路;419路;488路;605路;615路;639路;690路;95路;夜13路
38,116.639384,39.901337,13,0,2.2800,科印小区(公交站),316路;317路;591路;805路;805路公交车大集专线;805路区间;805路早班车;938路;T10路;T118路;T11路;T12路;T19路;T41路;T4路;快速直达专线147路;快速直达专线195路
39,116.673240,39.939109,8,0,2.2800,刘庄(公交站),615路;667路;824路;T111路;T60路;T62路;T70路;专77路
40,116.635213,39.881168,9,0,2.2800,通州半壁店(公交站),316路;582路;807大方居通勤班车;T113路;T118路;T19路;T36路;快速直达专线147路;快速直达专线195路
41,116.515885,39.939935,8,0,2.2800,姚家园西(公交站),406路;412路;431路;451路;496路;640路;650路;989路
42,116.520113,39.916884,11,0,2.2800,甘露园东(公交站),115路;135路;451路;468路;488路;605路;639路;690路;75路;95路;专194路
43,116.673920,39.908707,11,0,2.2800,通州东关西(公交站),322路;322路快车;435路;666路;667路;804路;806路;T19路;T41路;T62路;T6路;T71路;夜27路
44,116.703021,39.918116,9,0,2.2800,霍屯村(公交站),322路;322路快车;442路;442路区间;804路;809路;913路;T18路;T19路;T41路;T48路
45,116.656424,39.947739,8,0,2.2800,北马庄(公交站),342路;824路;924路;T114路;T1路;T37路;T3路;T79路;T8路;郊89路;郊98路
46,116.515022,39.908047,8,0,2.2800,四惠东站(公交站),397路;468路;475路;506路;517路;553路;666路;夜27路
47,116.476450,39.897118,9,0,2.2800,九龙山(公交站),11路;312路区间;486路;54路;561路;605路;973路;985路;专87路
48,116.688776,39.917313,8,0,2.2800,耿庄桥南(公交站),442路;442路区间;552路;589路;667路;T44路;T60路;T61路;T62路
49,116.497205,39.893320,11,0,2.2800,地铁百子湾站(公交站),11路;138路;23路;31路;35路;439路;455路;513路;561路;专71路;夜29路
50,116.517325,39.927045,8,0,2.2800,青年路口北(公交站),363路;451路;468路;499路;911路;专194路;专50路;夜13路
51,116.658168,39.904028,8,0,2.2800,通州佟麟阁大街(公交站),372路;582路;587路;810路;911路;T14路;T4路;T62路;T71路;T7路
52,117.007713,39.971376,1,1,2.2600,李旗庄(公交站),930路
53,116.820606,39.965132,1,1,2.2600,天洋城(公交站),818路;818路(金桐西路)
54,117.019492,39.975916,1,1,2.2600,蓝庄酒厂(公交站),930路
55,116.584255,39.955727,2,0,1.3200,焦庄(公交站),364路;586路
56,116.489540,39.925365,4,0,1.6400,红领巾桥北(公交站),400路内环;400路外环;400路快车内环;496路;657路;690路
57,116.825630,39.958515,1,0,1.1600,京贸物联西门(公交站),三河305路
58,116.702981,39.887670,1,0,1.1600,东安路北(公交站),T108路
59,116.813953,39.955793,1,0,1.1600,小张各庄小区(公交站),302路;临1路;城铁接驳2路
60,116.570811,39.923931,4,0,1.6400,黄渠村(公交站),499路;517路;675路;911路
61,116.953316,39.929558,2,1,2.0700,赵沟子村(公交站),113路;816路
62,116.721901,39.949236,3,0,1.4800,小堡商业广场(公交站),809路;809路华龙班车;T18路;T48路
63,116.599934,39.923857,1,0,1.1600,常通路(公交站),411路
64,116.688943,39.903996,2,0,1.3200,地铁北运河西站(公交站),T18路;T44路
65,116.717275,39.930102,0,0,1.0000,含章园五区西(公交站),含章园通勤专线
66,116.556148,39.956981,2,0,1.3200,驹子房北站(公交站),126路;672路
67,117.016944,39.929883,1,0,1.1600,商庄子村(公交站),三河515路
68,116.526821,39.906265,1,0,1.1600,惠河南街东口(公交站),专167路
69,116.822932,39.904957,2,0,1.3200,迎宾路南环路口(公交站),302路;大厂22路
70,116.553101,39.908875,5,0,1.8000,梆子井(公交站),397路;475路;506路;666路;夜27路
71,116.905737,39.920626,0,0,1.0000,潮白商业中心(公交站),大厂4路
72,116.951492,39.942261,1,1,1.9100,沃珅路口(公交站),816路
73,116.783212,39.955949,5,0,1.1500,中央美术学院(公交站),(停运)三河旅游4线;(停运)燕潮夜市3路;三河301A路;三河301B路;三河303路;三河308路;三河309路
74,116.641138,39.943052,0,0,1.0000,金融街园中园一区(公交站),T8路
75,116.705667,39.910113,3,0,1.4800,北京通州站(公交站),T109路;T115路;T61路;亚太花园酒店摆渡车(仅限凭机场大巴票免费)
76,116.580850,39.928074,1,0,1.1600,常营民族家园西站(公交站),583路
77,116.800692,39.912661,3,0,1.4800,西城子北(公交站),894路;三河308路;三河503路
78,117.045808,39.948202,1,0,1.1600,错化路马皇路口(公交站),512路
79,116.467027,39.926701,2,0,1.3200,团结湖公园(公交站),115路;95路
80,116.800474,39.948541,6,5,3.5000,交通干部管理学院(公交站),811路;812路;813路;814路;818路;818路(金桐西路);819路;燕郊专线
81,116.897899,39.951445,3,3,3.3300,大厂福喜公司(公交站),816路;817路;930路
82,116.920282,39.954459,3,2,3.3300,燕北畜牧机械厂(公交站),816路;930路;三河503路
83,116.884852,39.949891,3,3,3.3300,三河李家务(公交站),816路;817路;930路
84,116.772913,39.942617,3,2,3.3300,通州白庙村(公交站),813路;818路;818路(金桐西路);893路
85,116.817887,39.948938,4,2,3.1400,燕郊开发区(公交站),813路;814路;三河303路;三河401路
86,116.850310,39.946772,6,1,3.0600,长城重机(公交站),930路;三河303路;三河305路;三河307路;三河310路;三河503路
87,116.689426,39.931076,10,1,3.0300,小潞邑(公交站),316路;388路;388路快车;589路;675路;809路华龙班车;813路;T2路;T7路;专64路;专88路;通医专线12路;通医专线15路;郊88路
88,116.798400,39.958559,5,3,3.0000,中赵甫村(公交站),(停运)燕潮夜市1线;811路;818路;818路(金桐西路);819路;三河307路;三河308路;燕郊专线
89,116.830046,39.949560,2,2,2.8200,上上城四期(公交站),813路;814路;燕郊专线
90,116.806621,39.948315,2,2,2.8200,燕郊行宫大市场(公交站),813路;814路
91,116.836519,39.949966,2,2,2.8200,上上城二期(公交站),813路;814路;燕郊专线
92,116.638139,39.906022,20,1,2.3800,通州北苑路口东(公交站),(停运)高铁专线3号线;316路;317路;322路;322路快车;372路;615路;666路;667路;804路;806路;810路;811路;861路;924路;T19路;T1路;T2路;T41路;T43路;T4路;专157路;夜27路;快速直达专线174路;郊89路
93,116.471021,39.916394,10,0,2.2800,小庄路口东(公交站),101路;115路;118路;350路;488路;615路;640路;671路;95路;夜13路
94,116.490608,39.904922,9,0,2.2800,四惠桥(公交站),400路内环;400路外环;400路快车外环;455路;496路;54路;657路;666路;865路;专113路;夜34路
95,116.477814,39.903896,9,0,2.2800,光辉桥南(公交站),11路;138路;31路;486路;54路;605路;973路;985路;专165路
96,116.641311,39.881615,8,0,2.2800,怡乐南街公交场站(公交站),317路;372路;582路;T113路;T118路;T19路;T26路;快速直达专线166路
97,116.497476,39.906981,23,0,2.2800,四惠枢纽站(公交站),1路;1路区间(公主坟);322路;322路快车;397路;405路;455路;468路;475路;496路;506路;517路;54路;553路;57路;58路;605路;657路;666路;671路;865路;988路;989路;专113路;专167路;夜1路;夜27路
98,116.512596,39.916241,8,0,2.2800,甘露园西(公交站),115路;135路;488路;605路;639路;690路;95路;夜13路
99,116.484879,39.915321,9,0,2.2800,英家坟(公交站),115路;135路;138路;419路;488路;615路;671路;95路;夜13路
